,Frame,x_center,y_center,w,h,s,FileName
151,2002/07/25/big/img_500.jpg,510.0,182.0,375.0,195.0,1.0,./originalPics/2002/07/25/big/img_500.jpg
152,2002/08/02/big/img_31.jpg,580.0,133.0,409.0,200.0,1.0,./originalPics/2002/08/02/big/img_31.jpg
153,2002/08/18/big/img_538.jpg,338.0,177.0,244.0,247.0,1.0,./originalPics/2002/08/18/big/img_538.jpg
154,2002/08/18/big/img_538.jpg,663.0,183.0,222.0,229.0,1.0,./originalPics/2002/08/18/big/img_538.jpg
155,2002/08/08/big/img_54.jpg,563.0,180.0,196.0,204.0,1.0,./originalPics/2002/08/08/big/img_54.jpg
156,2002/07/23/big/img_686.jpg,463.0,257.0,181.0,232.0,1.0,./originalPics/2002/07/23/big/img_686.jpg
157,2002/07/23/big/img_686.jpg,209.0,562.0,154.0,156.0,1.0,./originalPics/2002/07/23/big/img_686.jpg
158,2002/07/24/big/img_836.jpg,563.0,265.0,269.0,250.0,1.0,./originalPics/2002/07/24/big/img_836.jpg
159,2002/07/24/big/img_836.jpg,109.0,436.0,70.0,58.0,1.0,./originalPics/2002/07/24/big/img_836.jpg
160,2002/07/24/big/img_836.jpg,883.0,407.0,113.0,104.0,1.0,./originalPics/2002/07/24/big/img_836.jpg
161,2002/07/24/big/img_836.jpg,47.0,441.0,68.0,58.0,1.0,./originalPics/2002/07/24/big/img_836.jpg
162,2002/07/24/big/img_836.jpg,211.0,417.0,77.0,69.0,1.0,./originalPics/2002/07/24/big/img_836.jpg
163,2003/01/17/big/img_734.jpg,518.0,162.0,279.0,195.0,1.0,./originalPics/2003/01/17/big/img_734.jpg
164,2002/08/16/big/img_1055.jpg,498.0,114.0,286.0,171.0,1.0,./originalPics/2002/08/16/big/img_1055.jpg
165,2003/01/16/big/img_521.jpg,562.0,297.0,450.0,375.0,1.0,./originalPics/2003/01/16/big/img_521.jpg
166,2002/07/25/big/img_612.jpg,450.0,191.0,269.0,283.0,1.0,./originalPics/2002/07/25/big/img_612.jpg
167,2002/08/22/big/img_778.jpg,469.0,142.0,253.0,132.0,1.0,./originalPics/2002/08/22/big/img_778.jpg
168,2002/08/03/big/img_251.jpg,714.0,110.0,146.0,88.0,1.0,./originalPics/2002/08/03/big/img_251.jpg
169,2002/08/12/big/img_436.jpg,156.0,103.0,148.0,140.0,1.0,./originalPics/2002/08/12/big/img_436.jpg
170,2002/08/12/big/img_436.jpg,470.0,166.0,169.0,178.0,1.0,./originalPics/2002/08/12/big/img_436.jpg
171,2002/08/12/big/img_436.jpg,832.0,254.0,105.0,112.0,1.0,./originalPics/2002/08/12/big/img_436.jpg
172,2002/08/23/big/img_705.jpg,585.0,223.0,618.0,337.0,1.0,./originalPics/2002/08/23/big/img_705.jpg
173,2002/07/28/big/img_243.jpg,262.0,391.0,326.0,352.0,1.0,./originalPics/2002/07/28/big/img_243.jpg
174,2002/07/28/big/img_243.jpg,587.0,201.0,390.0,391.0,1.0,./originalPics/2002/07/28/big/img_243.jpg
175,2002/07/25/big/img_1029.jpg,740.0,238.0,196.0,192.0,1.0,./originalPics/2002/07/25/big/img_1029.jpg
176,2002/07/25/big/img_1029.jpg,331.0,177.0,247.0,246.0,1.0,./originalPics/2002/07/25/big/img_1029.jpg
177,2002/08/20/big/img_287.jpg,482.0,268.0,735.0,409.0,1.0,./originalPics/2002/08/20/big/img_287.jpg
178,2002/08/29/big/img_18739.jpg,546.0,253.0,675.0,378.0,1.0,./originalPics/2002/08/29/big/img_18739.jpg
179,2002/08/05/big/img_3272.jpg,417.0,175.0,242.0,219.0,1.0,./originalPics/2002/08/05/big/img_3272.jpg
180,2002/07/27/big/img_214.jpg,395.0,163.0,243.0,235.0,1.0,./originalPics/2002/07/27/big/img_214.jpg
181,2003/01/14/big/img_5.jpg,544.0,180.0,300.0,165.0,1.0,./originalPics/2003/01/14/big/img_5.jpg
182,2002/08/01/big/img_1380.jpg,534.0,209.0,790.0,361.0,1.0,./originalPics/2002/08/01/big/img_1380.jpg
183,2002/08/29/big/img_19097.jpg,502.0,117.0,283.0,156.0,1.0,./originalPics/2002/08/29/big/img_19097.jpg
184,2002/07/30/big/img_486.jpg,463.0,203.0,544.0,272.0,1.0,./originalPics/2002/07/30/big/img_486.jpg
185,2002/08/29/big/img_18707.jpg,222.0,172.0,175.0,146.0,1.0,./originalPics/2002/08/29/big/img_18707.jpg
186,2002/08/29/big/img_18707.jpg,634.0,182.0,218.0,182.0,1.0,./originalPics/2002/08/29/big/img_18707.jpg
187,2002/08/10/big/img_559.jpg,196.0,188.0,369.0,328.0,1.0,./originalPics/2002/08/10/big/img_559.jpg
188,2002/08/10/big/img_559.jpg,433.0,140.0,171.0,176.0,1.0,./originalPics/2002/08/10/big/img_559.jpg
189,2002/08/10/big/img_559.jpg,708.0,257.0,273.0,242.0,1.0,./originalPics/2002/08/10/big/img_559.jpg
190,2002/08/15/big/img_365.jpg,623.0,195.0,436.0,247.0,1.0,./originalPics/2002/08/15/big/img_365.jpg
191,2002/08/09/big/img_525.jpg,466.0,230.0,663.0,380.0,1.0,./originalPics/2002/08/09/big/img_525.jpg
192,2002/08/10/big/img_689.jpg,372.0,220.0,246.0,128.0,1.0,./originalPics/2002/08/10/big/img_689.jpg
193,2002/07/25/big/img_502.jpg,527.0,381.0,290.0,149.0,1.0,./originalPics/2002/07/25/big/img_502.jpg
194,2002/08/03/big/img_667.jpg,484.0,179.0,213.0,207.0,1.0,./originalPics/2002/08/03/big/img_667.jpg
195,2002/08/10/big/img_855.jpg,228.0,386.0,194.0,203.0,1.0,./originalPics/2002/08/10/big/img_855.jpg
196,2002/08/10/big/img_855.jpg,627.0,132.0,73.0,81.0,1.0,./originalPics/2002/08/10/big/img_855.jpg
197,2002/08/10/big/img_855.jpg,815.0,177.0,70.0,71.0,1.0,./originalPics/2002/08/10/big/img_855.jpg
198,2002/08/10/big/img_855.jpg,224.0,100.0,113.0,126.0,1.0,./originalPics/2002/08/10/big/img_855.jpg
199,2002/08/10/big/img_706.jpg,654.0,220.0,247.0,161.0,1.0,./originalPics/2002/08/10/big/img_706.jpg
200,2002/08/18/big/img_603.jpg,527.0,290.0,827.0,478.0,1.0,./originalPics/2002/08/18/big/img_603.jpg
201,2003/01/16/big/img_1055.jpg,302.0,123.0,281.0,159.0,1.0,./originalPics/2003/01/16/big/img_1055.jpg
202,2002/08/31/big/img_17890.jpg,485.0,348.0,369.0,210.0,1.0,./originalPics/2002/08/31/big/img_17890.jpg
203,2002/08/31/big/img_17890.jpg,616.0,122.0,393.0,246.0,1.0,./originalPics/2002/08/31/big/img_17890.jpg
204,2002/08/15/big/img_761.jpg,113.0,230.0,166.0,172.0,1.0,./originalPics/2002/08/15/big/img_761.jpg
205,2002/08/15/big/img_761.jpg,386.0,149.0,151.0,176.0,1.0,./originalPics/2002/08/15/big/img_761.jpg
206,2002/08/15/big/img_761.jpg,582.0,240.0,154.0,159.0,1.0,./originalPics/2002/08/15/big/img_761.jpg
207,2002/08/15/big/img_761.jpg,858.0,216.0,154.0,159.0,1.0,./originalPics/2002/08/15/big/img_761.jpg
208,2003/01/15/big/img_489.jpg,342.0,95.0,199.0,134.0,1.0,./originalPics/2003/01/15/big/img_489.jpg
209,2003/01/15/big/img_489.jpg,502.0,222.0,211.0,122.0,1.0,./originalPics/2003/01/15/big/img_489.jpg
210,2003/01/15/big/img_489.jpg,707.0,101.0,122.0,80.0,1.0,./originalPics/2003/01/15/big/img_489.jpg
211,2003/01/15/big/img_489.jpg,193.0,27.0,134.0,53.0,1.0,./originalPics/2003/01/15/big/img_489.jpg
212,2003/01/15/big/img_489.jpg,146.0,156.0,152.0,87.0,1.0,./originalPics/2003/01/15/big/img_489.jpg
213,2002/08/26/big/img_351.jpg,192.0,200.0,230.0,248.0,1.0,./originalPics/2002/08/26/big/img_351.jpg
214,2002/08/26/big/img_351.jpg,589.0,156.0,143.0,136.0,1.0,./originalPics/2002/08/26/big/img_351.jpg
215,2002/08/26/big/img_351.jpg,747.0,237.0,331.0,313.0,1.0,./originalPics/2002/08/26/big/img_351.jpg
216,2002/08/01/big/img_1772.jpg,476.0,148.0,294.0,215.0,1.0,./originalPics/2002/08/01/big/img_1772.jpg
217,2002/08/31/big/img_17729.jpg,610.0,265.0,378.0,355.0,1.0,./originalPics/2002/08/31/big/img_17729.jpg
218,2002/07/25/big/img_609.jpg,459.0,193.0,481.0,307.0,1.0,./originalPics/2002/07/25/big/img_609.jpg
219,2003/01/13/big/img_539.jpg,500.0,120.0,303.0,165.0,1.0,./originalPics/2003/01/13/big/img_539.jpg
220,2002/07/27/big/img_686.jpg,525.0,215.0,511.0,320.0,1.0,./originalPics/2002/07/27/big/img_686.jpg
221,2002/07/31/big/img_311.jpg,482.0,278.0,697.0,399.0,1.0,./originalPics/2002/07/31/big/img_311.jpg
222,2002/08/22/big/img_799.jpg,268.0,127.0,260.0,154.0,1.0,./originalPics/2002/08/22/big/img_799.jpg
